pump_combination                                                                                  , target_q, prevalence, power , pump      , speed , q  , pump_power
"{""grundfos_1"": 2903.0, ""grundfos_2"": 2903.0}"                                                ,      508,      64.04, 125.16, grundfos_1, 2903.0, 254,      62.58
"{""grundfos_1"": 2903.0, ""grundfos_2"": 2903.0}"                                                ,      508,      64.04, 125.16, grundfos_2, 2903.0, 254,      62.58
"{""grundfos_1"": 2827.0}"                                                                        ,      473,      64.1 , 114.8 , grundfos_1, 2813.0, 235,      56.97
"{""grundfos_1"": 2827.0}"                                                                        ,      473,      64.1 , 114.8 , grundfos_1, 2827.0, 238,      57.83
"{""grundfos_1"": 2465.0}"                                                                        ,      268,      64.03,  68.41, grundfos_1, 2441.0, 129,      33.3
"{""grundfos_1"": 2465.0}"                                                                        ,      268,      64.03,  68.41, grundfos_1, 2465.0, 139,      35.11
"{""grundfos_0"": 2699.0, ""grundfos_3"": 2699.0}"                                                ,      418,      64.05,  99.98, grundfos_0, 2699.0, 209,      49.99
"{""grundfos_0"": 2699.0, ""grundfos_3"": 2699.0}"                                                ,      418,      64.05,  99.98, grundfos_3, 2699.0, 209,      49.99
"{""grundfos_1"": 2339.0, ""grundfos_3"": 2346.0}"                                                ,      133,      64.02,  46.13, grundfos_1, 2339.0,  63,      22.56
"{""grundfos_1"": 2339.0, ""grundfos_3"": 2346.0}"                                                ,      133,      64.02,  46.13, grundfos_3, 2346.0,  70,      23.57
{}                                                                                                ,      547,           ,       ,           ,       ,    ,        
"{""grundfos_0"": 2979.0, ""grundfos_3"": 2979.0}"                                                ,      538,      64.05, 134.8 , grundfos_0, 2979.0, 269,      67.4
"{""grundfos_0"": 2979.0, ""grundfos_3"": 2979.0}"                                                ,      538,      64.05, 134.8 , grundfos_3, 2979.0, 269,      67.4
"{""grundfos_1"": 2776.0}"                                                                        ,      443,      64.04, 106.45, grundfos_1, 2728.0, 216,      51.76
"{""grundfos_1"": 2776.0}"                                                                        ,      443,      64.04, 106.45, grundfos_1, 2776.0, 227,      54.69
"{""grundfos_0"": 2391.0, ""grundfos_1"": 2398.0}"                                                ,      212,      64.0 ,  58.58, grundfos_0, 2391.0, 104,      28.95
"{""grundfos_0"": 2391.0, ""grundfos_1"": 2398.0}"                                                ,      212,      64.0 ,  58.58, grundfos_1, 2398.0, 108,      29.63
"{""grundfos_0"": 2732.0, ""grundfos_1"": 2732.0}"                                                ,      434,      64.02, 104.02, grundfos_0, 2732.0, 217,      52.01
"{""grundfos_0"": 2732.0, ""grundfos_1"": 2732.0}"                                                ,      434,      64.02, 104.02, grundfos_1, 2732.0, 217,      52.01
"{""grundfos_1"": 2736.0, ""grundfos_2"": 2821.0}"                                                ,      455,      64.0 , 109.72, grundfos_1, 2736.0, 218,      52.25
"{""grundfos_1"": 2736.0, ""grundfos_2"": 2821.0}"                                                ,      455,      64.0 , 109.72, grundfos_2, 2821.0, 237,      57.47
"{""grundfos_1"": 2670.0, ""grundfos_2"": 2662.0}"                                                ,      402,      64.0 ,  95.99, grundfos_1, 2670.0, 202,      48.24
"{""grundfos_1"": 2670.0, ""grundfos_2"": 2662.0}"                                                ,      402,      64.0 ,  95.99, grundfos_2, 2662.0, 200,      47.75
"{""grundfos_1"": 2345.0, ""grundfos_3"": 2344.0}"                                                ,      137,      64.03,  46.69, grundfos_1, 2345.0,  69,      23.42
"{""grundfos_1"": 2345.0, ""grundfos_3"": 2344.0}"                                                ,      137,      64.03,  46.69, grundfos_3, 2344.0,  68,      23.27
"{""grundfos_0"": 2719.0, ""grundfos_2"": 2666.0}"                                                ,      415,      64.0 ,  99.22, grundfos_0, 2719.0, 214,      51.22
"{""grundfos_0"": 2719.0, ""grundfos_2"": 2666.0}"                                                ,      415,      64.0 ,  99.22, grundfos_2, 2666.0, 201,      48.0
"{""grundfos_0"": 2423.0, ""grundfos_3"": 2467.0}"                                                ,      261,      64.0 ,  67.14, grundfos_0, 2423.0, 121,      31.86
"{""grundfos_0"": 2423.0, ""grundfos_3"": 2467.0}"                                                ,      261,      64.0 ,  67.14, grundfos_3, 2467.0, 140,      35.28
"{""grundfos_0"": 2835.0, ""grundfos_3"": 2835.0}"                                                ,      480,      64.0 , 116.66, grundfos_0, 2835.0, 240,      58.33
"{""grundfos_0"": 2835.0, ""grundfos_3"": 2835.0}"                                                ,      480,      64.0 , 116.66, grundfos_3, 2835.0, 240,      58.33
"{""grundfos_1"": 2383.0}"                                                                        ,      184,      64.01,  53.97, grundfos_1, 2363.0,  85,      25.85
"{""grundfos_1"": 2383.0}"                                                                        ,      184,      64.01,  53.97, grundfos_1, 2383.0,  99,      28.12
"{""grundfos_0"": 2979.0, ""grundfos_2"": 2913.0}"                                                ,      525,      64.05, 130.61, grundfos_0, 2979.0, 269,      67.4
"{""grundfos_0"": 2979.0, ""grundfos_2"": 2913.0}"                                                ,      525,      64.05, 130.61, grundfos_2, 2913.0, 256,      63.21
"{""grundfos_1"": 2821.0, ""grundfos_3"": 2798.0}"                                                ,      469,      64.0 , 113.52, grundfos_1, 2821.0, 237,      57.47
"{""grundfos_1"": 2821.0, ""grundfos_3"": 2798.0}"                                                ,      469,      64.0 , 113.52, grundfos_3, 2798.0, 232,      56.05
"{""grundfos_0"": 2352.0, ""grundfos_3"": 2411.0}"                                                ,      191,      64.0 ,  55.27, grundfos_0, 2352.0,  76,      24.45
"{""grundfos_0"": 2352.0, ""grundfos_3"": 2411.0}"                                                ,      191,      64.0 ,  55.27, grundfos_3, 2411.0, 115,      30.82
"{""grundfos_1"": 2613.0, ""grundfos_3"": 2678.0}"                                                ,      391,      64.01,  93.48, grundfos_1, 2613.0, 187,      44.76
"{""grundfos_1"": 2613.0, ""grundfos_3"": 2678.0}"                                                ,      391,      64.01,  93.48, grundfos_3, 2678.0, 204,      48.72
"{""grundfos_1"": 2321.0, ""grundfos_3"": 2321.0}"                                                ,       82,      64.01,  39.5 , grundfos_1, 2321.0,  41,      19.75
"{""grundfos_1"": 2321.0, ""grundfos_3"": 2321.0}"                                                ,       82,      64.01,  39.5 , grundfos_3, 2321.0,  41,      19.75
"{""grundfos_0"": 2373.0, ""grundfos_3"": 2404.0}"                                                ,      203,      64.04,  57.15, grundfos_0, 2373.0,  92,      26.99
"{""grundfos_0"": 2373.0, ""grundfos_3"": 2404.0}"                                                ,      203,      64.04,  57.15, grundfos_3, 2404.0, 111,      30.16
"{""grundfos_1"": 2351.0}"                                                                        ,      149,      64.01,  48.45, grundfos_1, 2350.0,  74,      24.15
"{""grundfos_1"": 2351.0}"                                                                        ,      149,      64.01,  48.45, grundfos_1, 2351.0,  75,      24.3
"{""grundfos_2"": 2423.0, ""grundfos_3"": 2421.0}"                                                ,      241,      64.0 ,  63.55, grundfos_2, 2423.0, 121,      31.86
"{""grundfos_2"": 2423.0, ""grundfos_3"": 2421.0}"                                                ,      241,      64.0 ,  63.55, grundfos_3, 2421.0, 120,      31.69
"{""grundfos_1"": 2571.0, ""grundfos_3"": 2523.0}"                                                ,      335,      64.02,  81.26, grundfos_1, 2571.0, 175,      42.16
"{""grundfos_1"": 2571.0, ""grundfos_3"": 2523.0}"                                                ,      335,      64.02,  81.26, grundfos_3, 2523.0, 160,      39.1
"{""grundfos_0"": 2295.0}"                                                                        ,        7,      64.09,  32.89, grundfos_0, 2294.0,   3,      16.41
"{""grundfos_0"": 2295.0}"                                                                        ,        7,      64.09,  32.89, grundfos_0, 2295.0,   4,      16.48
{}                                                                                                ,      550,           ,       ,           ,       ,    ,        
"{""grundfos_1"": 2532.0, ""grundfos_3"": 2532.0}"                                                ,      326,      64.01,  79.38, grundfos_1, 2532.0, 163,      39.69
"{""grundfos_1"": 2532.0, ""grundfos_3"": 2532.0}"                                                ,      326,      64.01,  79.38, grundfos_3, 2532.0, 163,      39.69
"{""grundfos_1"": 2457.0, ""grundfos_2"": 2480.0}"                                                ,      281,      64.0 ,  70.74, grundfos_1, 2457.0, 136,      34.54
"{""grundfos_1"": 2457.0, ""grundfos_2"": 2480.0}"                                                ,      281,      64.0 ,  70.74, grundfos_2, 2480.0, 145,      36.2
"{""grundfos_0"": 2302.0, ""grundfos_1"": 2295.0}"                                                ,       21,      64.0 ,  33.85, grundfos_0, 2302.0,  15,      17.26
"{""grundfos_0"": 2302.0, ""grundfos_1"": 2295.0}"                                                ,       21,      64.0 ,  33.85, grundfos_1, 2295.0,   6,      16.59
"{""grundfos_0"": 2520.0, ""grundfos_2"": 2514.0}"                                                ,      316,      64.02,  77.41, grundfos_0, 2520.0, 159,      38.9
"{""grundfos_0"": 2520.0, ""grundfos_2"": 2514.0}"                                                ,      316,      64.02,  77.41, grundfos_2, 2514.0, 157,      38.51
"{""grundfos_1"": 2564.0}"                                                                        ,      337,      64.0 ,  81.62, grundfos_1, 2535.0, 164,      39.89
"{""grundfos_1"": 2564.0}"                                                                        ,      337,      64.0 ,  81.62, grundfos_1, 2564.0, 173,      41.73
"{""grundfos_1"": 2388.0, ""grundfos_3"": 2388.0}"                                                ,      204,      64.02,  57.24, grundfos_1, 2388.0, 102,      28.62
"{""grundfos_1"": 2388.0, ""grundfos_3"": 2388.0}"                                                ,      204,      64.02,  57.24, grundfos_3, 2388.0, 102,      28.62
"{""grundfos_0"": 2859.0, ""grundfos_1"": 2859.0}"                                                ,      490,      64.02, 119.64, grundfos_0, 2859.0, 245,      59.82
"{""grundfos_0"": 2859.0, ""grundfos_1"": 2859.0}"                                                ,      490,      64.02, 119.64, grundfos_1, 2859.0, 245,      59.82
"{""grundfos_2"": 2319.0, ""grundfos_3"": 2319.0}"                                                ,       76,      64.02,  38.84, grundfos_2, 2319.0,  38,      19.42
"{""grundfos_2"": 2319.0, ""grundfos_3"": 2319.0}"                                                ,       76,      64.02,  38.84, grundfos_3, 2319.0,  38,      19.42
"{""grundfos_2"": 2514.0, ""grundfos_3"": 2514.0}"                                                ,      314,      64.02,  77.02, grundfos_2, 2514.0, 157,      38.51
"{""grundfos_2"": 2514.0, ""grundfos_3"": 2514.0}"                                                ,      314,      64.02,  77.02, grundfos_3, 2514.0, 157,      38.51
"{""grundfos_0"": 2840.0, ""grundfos_1"": 2840.0}"                                                ,      482,      64.02, 117.28, grundfos_0, 2840.0, 241,      58.64
"{""grundfos_0"": 2840.0, ""grundfos_1"": 2840.0}"                                                ,      482,      64.02, 117.28, grundfos_1, 2840.0, 241,      58.64
"{""grundfos_0"": 2690.0, ""grundfos_2"": 2771.0}"                                                ,      433,      64.0 , 103.84, grundfos_0, 2690.0, 207,      49.45
"{""grundfos_0"": 2690.0, ""grundfos_2"": 2771.0}"                                                ,      433,      64.0 , 103.84, grundfos_2, 2771.0, 226,      54.39
"{""grundfos_1"": 2599.0, ""grundfos_2"": 2632.0}"                                                ,      375,      64.04,  89.81, grundfos_1, 2599.0, 183,      43.89
"{""grundfos_1"": 2599.0, ""grundfos_2"": 2632.0}"                                                ,      375,      64.04,  89.81, grundfos_2, 2632.0, 192,      45.92
"{""grundfos_0"": 2421.0, ""grundfos_1"": 2386.0}"                                                ,      221,      64.0 ,  60.14, grundfos_0, 2421.0, 120,      31.69
"{""grundfos_0"": 2421.0, ""grundfos_1"": 2386.0}"                                                ,      221,      64.0 ,  60.14, grundfos_1, 2386.0, 101,      28.45
"{""grundfos_1"": 2441.0, ""grundfos_2"": 2455.0}"                                                ,      264,      64.03,  67.68, grundfos_1, 2441.0, 129,      33.3
"{""grundfos_1"": 2441.0, ""grundfos_2"": 2455.0}"                                                ,      264,      64.03,  67.68, grundfos_2, 2455.0, 135,      34.38
"{""grundfos_1"": 2349.0, ""grundfos_3"": 2362.0}"                                                ,      157,      64.02,  49.71, grundfos_1, 2349.0,  73,      24.01
"{""grundfos_1"": 2349.0, ""grundfos_3"": 2362.0}"                                                ,      157,      64.02,  49.71, grundfos_3, 2362.0,  84,      25.7
"{""grundfos_1"": 2475.0, ""grundfos_2"": 2494.0}"                                                ,      293,      64.02,  73.0 , grundfos_1, 2475.0, 143,      35.84
"{""grundfos_1"": 2475.0, ""grundfos_2"": 2494.0}"                                                ,      293,      64.02,  73.0 , grundfos_2, 2494.0, 150,      37.16
"{""grundfos_1"": 2308.0}"                                                                        ,       39,      64.01,  35.28, grundfos_1, 2303.0,  16,      17.35
"{""grundfos_1"": 2308.0}"                                                                        ,       39,      64.01,  35.28, grundfos_1, 2308.0,  23,      17.93
"{""grundfos_1"": 2943.0, ""grundfos_3"": 2943.0}"                                                ,      524,      64.04, 130.22, grundfos_1, 2943.0, 262,      65.11
"{""grundfos_1"": 2943.0, ""grundfos_3"": 2943.0}"                                                ,      524,      64.04, 130.22, grundfos_3, 2943.0, 262,      65.11
"{""grundfos_0"": 2314.0, ""grundfos_1"": 2319.0, ""grundfos_2"": 2319.0}"                        ,      138,      64.02,  76.22, grundfos_0, 2314.0,  31,      18.69
"{""grundfos_0"": 2314.0, ""grundfos_1"": 2319.0, ""grundfos_2"": 2319.0}"                        ,      138,      64.02,  76.22, grundfos_1, 2319.0,  38,      19.42
"{""grundfos_0"": 2314.0, ""grundfos_1"": 2319.0, ""grundfos_2"": 2319.0}"                        ,      138,      64.02,  76.22, grundfos_2, 2314.0,  31,      18.69
"{""grundfos_0"": 2314.0, ""grundfos_1"": 2319.0, ""grundfos_2"": 2319.0}"                        ,      138,      64.02,  76.22, grundfos_2, 2319.0,  38,      19.42
