pump_combination                                                                                  , target_q, prevalence, power , pump      , speed , q  , pump_power
"{""grundfos_0"": 2933.0, ""grundfos_1"": 2979.0, ""grundfos_3"": 2918.0}"                        ,     1042,      64.05, 258.61, grundfos_1, 2979.0, 269,      67.4
"{""grundfos_0"": 2933.0, ""grundfos_1"": 2979.0, ""grundfos_3"": 2918.0}"                        ,     1042,      64.05, 258.61, grundfos_3, 2913.0, 256,      63.21
"{""grundfos_0"": 2933.0, ""grundfos_1"": 2979.0, ""grundfos_3"": 2918.0}"                        ,     1042,      64.05, 258.61, grundfos_3, 2918.0, 257,      63.53
"{""grundfos_1"": 2526.0, ""grundfos_2"": 2561.0, ""grundfos_3"": 2561.0}"                        ,      673,      64.02, 163.07, grundfos_1, 2526.0, 161,      39.3
"{""grundfos_1"": 2526.0, ""grundfos_2"": 2561.0, ""grundfos_3"": 2561.0}"                        ,      673,      64.02, 163.07, grundfos_2, 2548.0, 168,      40.71
"{""grundfos_1"": 2526.0, ""grundfos_2"": 2561.0, ""grundfos_3"": 2561.0}"                        ,      673,      64.02, 163.07, grundfos_2, 2561.0, 172,      41.53
"{""grundfos_1"": 2526.0, ""grundfos_2"": 2561.0, ""grundfos_3"": 2561.0}"                        ,      673,      64.02, 163.07, grundfos_3, 2561.0, 172,      41.53
"{""grundfos_0"": 2330.0, ""grundfos_1"": 2330.0, ""grundfos_2"": 2330.0, ""grundfos_3"": 2330.0}",      208,      64.05,  84.36, grundfos_0, 2330.0,  52,      21.09
"{""grundfos_0"": 2330.0, ""grundfos_1"": 2330.0, ""grundfos_2"": 2330.0, ""grundfos_3"": 2330.0}",      208,      64.05,  84.36, grundfos_1, 2330.0,  52,      21.09
"{""grundfos_0"": 2330.0, ""grundfos_1"": 2330.0, ""grundfos_2"": 2330.0, ""grundfos_3"": 2330.0}",      208,      64.05,  84.36, grundfos_2, 2330.0,  52,      21.09
"{""grundfos_0"": 2330.0, ""grundfos_1"": 2330.0, ""grundfos_2"": 2330.0, ""grundfos_3"": 2330.0}",      208,      64.05,  84.36, grundfos_3, 2330.0,  52,      21.09
"{""grundfos_1"": 2411.0, ""grundfos_2"": 2411.0, ""grundfos_3"": 2421.0}"                        ,      454,      64.0 , 122.28, grundfos_1, 2391.0, 104,      28.95
"{""grundfos_1"": 2411.0, ""grundfos_2"": 2411.0, ""grundfos_3"": 2421.0}"                        ,      454,      64.0 , 122.28, grundfos_1, 2411.0, 115,      30.82
"{""grundfos_1"": 2411.0, ""grundfos_2"": 2411.0, ""grundfos_3"": 2421.0}"                        ,      454,      64.0 , 122.28, grundfos_2, 2411.0, 115,      30.82
"{""grundfos_1"": 2411.0, ""grundfos_2"": 2411.0, ""grundfos_3"": 2421.0}"                        ,      454,      64.0 , 122.28, grundfos_3, 2421.0, 120,      31.69
"{""grundfos_0"": 2342.0, ""grundfos_1"": 2341.0, ""grundfos_2"": 2347.0}"                        ,      267,      64.02,  92.38, grundfos_0, 2341.0,  65,      22.84
"{""grundfos_0"": 2342.0, ""grundfos_1"": 2341.0, ""grundfos_2"": 2347.0}"                        ,      267,      64.02,  92.38, grundfos_0, 2342.0,  66,      22.99
"{""grundfos_0"": 2342.0, ""grundfos_1"": 2341.0, ""grundfos_2"": 2347.0}"                        ,      267,      64.02,  92.38, grundfos_1, 2341.0,  65,      22.84
"{""grundfos_0"": 2342.0, ""grundfos_1"": 2341.0, ""grundfos_2"": 2347.0}"                        ,      267,      64.02,  92.38, grundfos_2, 2347.0,  71,      23.71
{}                                                                                                ,     1073,           ,       ,           ,       ,    ,        
"{""grundfos_0"": 2324.0, ""grundfos_2"": 2328.0, ""grundfos_3"": 2319.0}"                        ,      171,      64.02,  79.89, grundfos_0, 2324.0,  45,      20.22
"{""grundfos_0"": 2324.0, ""grundfos_2"": 2328.0, ""grundfos_3"": 2319.0}"                        ,      171,      64.02,  79.89, grundfos_2, 2319.0,  38,      19.42
"{""grundfos_0"": 2324.0, ""grundfos_2"": 2328.0, ""grundfos_3"": 2319.0}"                        ,      171,      64.02,  79.89, grundfos_2, 2328.0,  50,      20.83
"{""grundfos_0"": 2324.0, ""grundfos_2"": 2328.0, ""grundfos_3"": 2319.0}"                        ,      171,      64.02,  79.89, grundfos_3, 2319.0,  38,      19.42
"{""grundfos_1"": 2341.0, ""grundfos_2"": 2332.0, ""grundfos_3"": 2341.0}"                        ,      249,      64.02,  89.85, grundfos_1, 2341.0,  65,      22.84
"{""grundfos_1"": 2341.0, ""grundfos_2"": 2332.0, ""grundfos_3"": 2341.0}"                        ,      249,      64.02,  89.85, grundfos_2, 2332.0,  55,      21.47
"{""grundfos_1"": 2341.0, ""grundfos_2"": 2332.0, ""grundfos_3"": 2341.0}"                        ,      249,      64.02,  89.85, grundfos_3, 2340.0,  64,      22.7
"{""grundfos_1"": 2341.0, ""grundfos_2"": 2332.0, ""grundfos_3"": 2341.0}"                        ,      249,      64.02,  89.85, grundfos_3, 2341.0,  65,      22.84
"{""grundfos_1"": 2908.0, ""grundfos_2"": 2898.0, ""grundfos_3"": 2908.0}"                        ,     1009,      64.04, 248.19, grundfos_1, 2908.0, 255,      62.89
"{""grundfos_1"": 2908.0, ""grundfos_2"": 2898.0, ""grundfos_3"": 2908.0}"                        ,     1009,      64.04, 248.19, grundfos_2, 2864.0, 246,      60.14
"{""grundfos_1"": 2908.0, ""grundfos_2"": 2898.0, ""grundfos_3"": 2908.0}"                        ,     1009,      64.04, 248.19, grundfos_2, 2898.0, 253,      62.27
"{""grundfos_1"": 2908.0, ""grundfos_2"": 2898.0, ""grundfos_3"": 2908.0}"                        ,     1009,      64.04, 248.19, grundfos_3, 2908.0, 255,      62.89
"{""grundfos_1"": 2821.0, ""grundfos_2"": 2798.0, ""grundfos_3"": 2798.0}"                        ,      933,      64.0 , 225.62, grundfos_1, 2798.0, 232,      56.05
"{""grundfos_1"": 2821.0, ""grundfos_2"": 2798.0, ""grundfos_3"": 2798.0}"                        ,      933,      64.0 , 225.62, grundfos_1, 2821.0, 237,      57.47
"{""grundfos_1"": 2821.0, ""grundfos_2"": 2798.0, ""grundfos_3"": 2798.0}"                        ,      933,      64.0 , 225.62, grundfos_2, 2798.0, 232,      56.05
"{""grundfos_1"": 2821.0, ""grundfos_2"": 2798.0, ""grundfos_3"": 2798.0}"                        ,      933,      64.0 , 225.62, grundfos_3, 2798.0, 232,      56.05
"{""grundfos_0"": 2436.0, ""grundfos_1"": 2436.0, ""grundfos_3"": 2436.0}"                        ,      502,      64.0 , 130.62, grundfos_0, 2423.0, 121,      31.86
"{""grundfos_0"": 2436.0, ""grundfos_1"": 2436.0, ""grundfos_3"": 2436.0}"                        ,      502,      64.0 , 130.62, grundfos_0, 2436.0, 127,      32.92
"{""grundfos_0"": 2436.0, ""grundfos_1"": 2436.0, ""grundfos_3"": 2436.0}"                        ,      502,      64.0 , 130.62, grundfos_1, 2436.0, 127,      32.92
"{""grundfos_0"": 2436.0, ""grundfos_1"": 2436.0, ""grundfos_3"": 2436.0}"                        ,      502,      64.0 , 130.62, grundfos_3, 2436.0, 127,      32.92
"{""grundfos_0"": 2313.0, ""grundfos_2"": 2308.0, ""grundfos_3"": 2313.0}"                        ,      106,      64.01,  73.04, grundfos_0, 2313.0,  30,      18.59
"{""grundfos_0"": 2313.0, ""grundfos_2"": 2308.0, ""grundfos_3"": 2313.0}"                        ,      106,      64.01,  73.04, grundfos_2, 2308.0,  23,      17.93
"{""grundfos_0"": 2313.0, ""grundfos_2"": 2308.0, ""grundfos_3"": 2313.0}"                        ,      106,      64.01,  73.04, grundfos_3, 2308.0,  23,      17.93
"{""grundfos_0"": 2313.0, ""grundfos_2"": 2308.0, ""grundfos_3"": 2313.0}"                        ,      106,      64.01,  73.04, grundfos_3, 2313.0,  30,      18.59
"{""grundfos_0"": 2736.0, ""grundfos_1"": 2771.0, ""grundfos_2"": 2771.0, ""grundfos_3"": 2749.0}",      891,      64.0 , 214.07, grundfos_0, 2736.0, 218,      52.25
"{""grundfos_0"": 2736.0, ""grundfos_1"": 2771.0, ""grundfos_2"": 2771.0, ""grundfos_3"": 2749.0}",      891,      64.0 , 214.07, grundfos_1, 2771.0, 226,      54.39
"{""grundfos_0"": 2736.0, ""grundfos_1"": 2771.0, ""grundfos_2"": 2771.0, ""grundfos_3"": 2749.0}",      891,      64.0 , 214.07, grundfos_2, 2771.0, 226,      54.39
"{""grundfos_0"": 2736.0, ""grundfos_1"": 2771.0, ""grundfos_2"": 2771.0, ""grundfos_3"": 2749.0}",      891,      64.0 , 214.07, grundfos_3, 2749.0, 221,      53.04
"{""grundfos_1"": 2535.0, ""grundfos_2"": 2505.0, ""grundfos_3"": 2505.0}"                        ,      626,      64.0 , 153.65, grundfos_1, 2505.0, 154,      37.92
"{""grundfos_1"": 2535.0, ""grundfos_2"": 2505.0, ""grundfos_3"": 2505.0}"                        ,      626,      64.0 , 153.65, grundfos_1, 2535.0, 164,      39.89
"{""grundfos_1"": 2535.0, ""grundfos_2"": 2505.0, ""grundfos_3"": 2505.0}"                        ,      626,      64.0 , 153.65, grundfos_2, 2505.0, 154,      37.92
"{""grundfos_1"": 2535.0, ""grundfos_2"": 2505.0, ""grundfos_3"": 2505.0}"                        ,      626,      64.0 , 153.65, grundfos_3, 2505.0, 154,      37.92
"{""grundfos_0"": 2520.0, ""grundfos_2"": 2526.0, ""grundfos_3"": 2561.0}"                        ,      653,      64.02, 159.03, grundfos_0, 2520.0, 159,      38.9
"{""grundfos_0"": 2520.0, ""grundfos_2"": 2526.0, ""grundfos_3"": 2561.0}"                        ,      653,      64.02, 159.03, grundfos_2, 2526.0, 161,      39.3
"{""grundfos_0"": 2520.0, ""grundfos_2"": 2526.0, ""grundfos_3"": 2561.0}"                        ,      653,      64.02, 159.03, grundfos_3, 2526.0, 161,      39.3
"{""grundfos_0"": 2520.0, ""grundfos_2"": 2526.0, ""grundfos_3"": 2561.0}"                        ,      653,      64.02, 159.03, grundfos_3, 2561.0, 172,      41.53
"{""grundfos_1"": 2670.0, ""grundfos_2"": 2662.0, ""grundfos_3"": 2690.0}"                        ,      811,      64.0 , 193.68, grundfos_1, 2670.0, 202,      48.24
"{""grundfos_1"": 2670.0, ""grundfos_2"": 2662.0, ""grundfos_3"": 2690.0}"                        ,      811,      64.0 , 193.68, grundfos_2, 2662.0, 200,      47.75
"{""grundfos_1"": 2670.0, ""grundfos_2"": 2662.0, ""grundfos_3"": 2690.0}"                        ,      811,      64.0 , 193.68, grundfos_3, 2670.0, 202,      48.24
"{""grundfos_1"": 2670.0, ""grundfos_2"": 2662.0, ""grundfos_3"": 2690.0}"                        ,      811,      64.0 , 193.68, grundfos_3, 2690.0, 207,      49.45
{}                                                                                                ,     1100,           ,       ,           ,       ,    ,        
"{""grundfos_2"": 2771.0, ""grundfos_3"": 2749.0}"                                                ,      879,      64.0 , 210.9 , grundfos_2, 2719.0, 214,      51.22
"{""grundfos_2"": 2771.0, ""grundfos_3"": 2749.0}"                                                ,      879,      64.0 , 210.9 , grundfos_2, 2771.0, 226,      54.39
"{""grundfos_2"": 2771.0, ""grundfos_3"": 2749.0}"                                                ,      879,      64.0 , 210.9 , grundfos_3, 2736.0, 218,      52.25
"{""grundfos_2"": 2771.0, ""grundfos_3"": 2749.0}"                                                ,      879,      64.0 , 210.9 , grundfos_3, 2749.0, 221,      53.04
"{""grundfos_0"": 2958.0, ""grundfos_1"": 2958.0, ""grundfos_2"": 2958.0, ""grundfos_3"": 2958.0}",     1060,      64.01, 264.24, grundfos_0, 2958.0, 265,      66.06
"{""grundfos_0"": 2958.0, ""grundfos_1"": 2958.0, ""grundfos_2"": 2958.0, ""grundfos_3"": 2958.0}",     1060,      64.01, 264.24, grundfos_1, 2958.0, 265,      66.06
"{""grundfos_0"": 2958.0, ""grundfos_1"": 2958.0, ""grundfos_2"": 2958.0, ""grundfos_3"": 2958.0}",     1060,      64.01, 264.24, grundfos_2, 2958.0, 265,      66.06
"{""grundfos_0"": 2958.0, ""grundfos_1"": 2958.0, ""grundfos_2"": 2958.0, ""grundfos_3"": 2958.0}",     1060,      64.01, 264.24, grundfos_3, 2958.0, 265,      66.06
"{""grundfos_1"": 2686.0, ""grundfos_2"": 2690.0, ""grundfos_3"": 2719.0}"                        ,      832,      64.0 , 198.85, grundfos_1, 2686.0, 206,      49.21
"{""grundfos_1"": 2686.0, ""grundfos_2"": 2690.0, ""grundfos_3"": 2719.0}"                        ,      832,      64.0 , 198.85, grundfos_2, 2690.0, 207,      49.45
"{""grundfos_1"": 2686.0, ""grundfos_2"": 2690.0, ""grundfos_3"": 2719.0}"                        ,      832,      64.0 , 198.85, grundfos_3, 2682.0, 205,      48.97
"{""grundfos_1"": 2686.0, ""grundfos_2"": 2690.0, ""grundfos_3"": 2719.0}"                        ,      832,      64.0 , 198.85, grundfos_3, 2719.0, 214,      51.22
"{""grundfos_1"": 2532.0, ""grundfos_2"": 2532.0, ""grundfos_3"": 2532.0}"                        ,      644,      64.01, 157.18, grundfos_1, 2532.0, 163,      39.69
"{""grundfos_1"": 2532.0, ""grundfos_2"": 2532.0, ""grundfos_3"": 2532.0}"                        ,      644,      64.01, 157.18, grundfos_2, 2508.0, 155,      38.11
"{""grundfos_1"": 2532.0, ""grundfos_2"": 2532.0, ""grundfos_3"": 2532.0}"                        ,      644,      64.01, 157.18, grundfos_2, 2532.0, 163,      39.69
"{""grundfos_1"": 2532.0, ""grundfos_2"": 2532.0, ""grundfos_3"": 2532.0}"                        ,      644,      64.01, 157.18, grundfos_3, 2532.0, 163,      39.69
"{""grundfos_1"": 2624.0, ""grundfos_2"": 2639.0}"                                                ,      758,      64.01, 181.31, grundfos_1, 2613.0, 187,      44.76
"{""grundfos_1"": 2624.0, ""grundfos_2"": 2639.0}"                                                ,      758,      64.01, 181.31, grundfos_1, 2624.0, 190,      45.44
"{""grundfos_1"": 2624.0, ""grundfos_2"": 2639.0}"                                                ,      758,      64.01, 181.31, grundfos_2, 2613.0, 187,      44.76
"{""grundfos_1"": 2624.0, ""grundfos_2"": 2639.0}"                                                ,      758,      64.01, 181.31, grundfos_2, 2639.0, 194,      46.35
"{""grundfos_0"": 2938.0, ""grundfos_1"": 2908.0}"                                                ,     1024,      64.04, 252.84, grundfos_0, 2908.0, 255,      62.89
"{""grundfos_0"": 2938.0, ""grundfos_1"": 2908.0}"                                                ,     1024,      64.04, 252.84, grundfos_0, 2938.0, 261,      64.79
"{""grundfos_0"": 2938.0, ""grundfos_1"": 2908.0}"                                                ,     1024,      64.04, 252.84, grundfos_1, 2898.0, 253,      62.27
"{""grundfos_0"": 2938.0, ""grundfos_1"": 2908.0}"                                                ,     1024,      64.04, 252.84, grundfos_1, 2908.0, 255,      62.89
"{""grundfos_0"": 2330.0, ""grundfos_1"": 2336.0, ""grundfos_3"": 2336.0}"                        ,      217,      64.0 ,  85.55, grundfos_0, 2330.0,  53,      21.2
"{""grundfos_0"": 2330.0, ""grundfos_1"": 2336.0, ""grundfos_3"": 2336.0}"                        ,      217,      64.0 ,  85.55, grundfos_1, 2323.0,  44,      20.09
"{""grundfos_0"": 2330.0, ""grundfos_1"": 2336.0, ""grundfos_3"": 2336.0}"                        ,      217,      64.0 ,  85.55, grundfos_1, 2336.0,  60,      22.13
"{""grundfos_0"": 2330.0, ""grundfos_1"": 2336.0, ""grundfos_3"": 2336.0}"                        ,      217,      64.0 ,  85.55, grundfos_3, 2336.0,  60,      22.13
"{""grundfos_0"": 2327.0, ""grundfos_1"": 2327.0, ""grundfos_2"": 2327.0, ""grundfos_3"": 2327.0}",      196,      64.01,  82.8 , grundfos_0, 2327.0,  49,      20.7
"{""grundfos_0"": 2327.0, ""grundfos_1"": 2327.0, ""grundfos_2"": 2327.0, ""grundfos_3"": 2327.0}",      196,      64.01,  82.8 , grundfos_1, 2327.0,  49,      20.7
"{""grundfos_0"": 2327.0, ""grundfos_1"": 2327.0, ""grundfos_2"": 2327.0, ""grundfos_3"": 2327.0}",      196,      64.01,  82.8 , grundfos_2, 2327.0,  49,      20.7
"{""grundfos_0"": 2327.0, ""grundfos_1"": 2327.0, ""grundfos_2"": 2327.0, ""grundfos_3"": 2327.0}",      196,      64.01,  82.8 , grundfos_3, 2327.0,  49,      20.7
"{""grundfos_1"": 2383.0, ""grundfos_3"": 2380.0}"                                                ,      381,      64.01, 110.03, grundfos_1, 2380.0,  97,      27.79
"{""grundfos_1"": 2383.0, ""grundfos_3"": 2380.0}"                                                ,      381,      64.01, 110.03, grundfos_1, 2383.0,  99,      28.12
"{""grundfos_1"": 2383.0, ""grundfos_3"": 2380.0}"                                                ,      381,      64.01, 110.03, grundfos_3, 2367.0,  88,      26.33
"{""grundfos_1"": 2383.0, ""grundfos_3"": 2380.0}"                                                ,      381,      64.01, 110.03, grundfos_3, 2380.0,  97,      27.79
"{""grundfos_0"": 2457.0, ""grundfos_1"": 2457.0, ""grundfos_2"": 2457.0}"                        ,      535,      64.0 , 136.54, grundfos_0, 2457.0, 136,      34.54
"{""grundfos_0"": 2457.0, ""grundfos_1"": 2457.0, ""grundfos_2"": 2457.0}"                        ,      535,      64.0 , 136.54, grundfos_1, 2457.0, 136,      34.54
"{""grundfos_0"": 2457.0, ""grundfos_1"": 2457.0, ""grundfos_2"": 2457.0}"                        ,      535,      64.0 , 136.54, grundfos_2, 2436.0, 127,      32.92
"{""grundfos_0"": 2457.0, ""grundfos_1"": 2457.0, ""grundfos_2"": 2457.0}"                        ,      535,      64.0 , 136.54, grundfos_2, 2457.0, 136,      34.54
"{""grundfos_0"": 2686.0, ""grundfos_1"": 2719.0, ""grundfos_2"": 2690.0, ""grundfos_3"": 2686.0}",      833,      64.0 , 199.09, grundfos_0, 2686.0, 206,      49.21
"{""grundfos_0"": 2686.0, ""grundfos_1"": 2719.0, ""grundfos_2"": 2690.0, ""grundfos_3"": 2686.0}",      833,      64.0 , 199.09, grundfos_1, 2719.0, 214,      51.22
"{""grundfos_0"": 2686.0, ""grundfos_1"": 2719.0, ""grundfos_2"": 2690.0, ""grundfos_3"": 2686.0}",      833,      64.0 , 199.09, grundfos_2, 2690.0, 207,      49.45
"{""grundfos_0"": 2686.0, ""grundfos_1"": 2719.0, ""grundfos_2"": 2690.0, ""grundfos_3"": 2686.0}",      833,      64.0 , 199.09, grundfos_3, 2686.0, 206,      49.21
"{""grundfos_0"": 2613.0, ""grundfos_1"": 2588.0, ""grundfos_2"": 2624.0}"                        ,      737,      64.01, 176.64, grundfos_0, 2613.0, 187,      44.76
"{""grundfos_0"": 2613.0, ""grundfos_1"": 2588.0, ""grundfos_2"": 2624.0}"                        ,      737,      64.01, 176.64, grundfos_1, 2588.0, 180,      43.22
"{""grundfos_0"": 2613.0, ""grundfos_1"": 2588.0, ""grundfos_2"": 2624.0}"                        ,      737,      64.01, 176.64, grundfos_2, 2588.0, 180,      43.22
"{""grundfos_0"": 2613.0, ""grundfos_1"": 2588.0, ""grundfos_2"": 2624.0}"                        ,      737,      64.01, 176.64, grundfos_2, 2624.0, 190,      45.44
"{""grundfos_1"": 2561.0, ""grundfos_3"": 2548.0}"                                                ,      666,      64.02, 161.66, grundfos_1, 2517.0, 158,      38.71
"{""grundfos_1"": 2561.0, ""grundfos_3"": 2548.0}"                                                ,      666,      64.02, 161.66, grundfos_1, 2548.0, 168,      40.71
"{""grundfos_1"": 2561.0, ""grundfos_3"": 2548.0}"                                                ,      666,      64.02, 161.66, grundfos_1, 2561.0, 172,      41.53
"{""grundfos_1"": 2561.0, ""grundfos_3"": 2548.0}"                                                ,      666,      64.02, 161.66, grundfos_3, 2548.0, 168,      40.71
"{""grundfos_1"": 2845.0, ""grundfos_2"": 2845.0, ""grundfos_3"": 2845.0}"                        ,      965,      64.05, 234.93, grundfos_1, 2831.0, 239,      58.08
"{""grundfos_1"": 2845.0, ""grundfos_2"": 2845.0, ""grundfos_3"": 2845.0}"                        ,      965,      64.05, 234.93, grundfos_1, 2845.0, 242,      58.95
"{""grundfos_1"": 2845.0, ""grundfos_2"": 2845.0, ""grundfos_3"": 2845.0}"                        ,      965,      64.05, 234.93, grundfos_2, 2845.0, 242,      58.95
"{""grundfos_1"": 2845.0, ""grundfos_2"": 2845.0, ""grundfos_3"": 2845.0}"                        ,      965,      64.05, 234.93, grundfos_3, 2845.0, 242,      58.95
"{""grundfos_0"": 2514.0, ""grundfos_1"": 2483.0, ""grundfos_3"": 2520.0}"                        ,      619,      64.02, 152.32, grundfos_0, 2514.0, 157,      38.51
"{""grundfos_0"": 2514.0, ""grundfos_1"": 2483.0, ""grundfos_3"": 2520.0}"                        ,      619,      64.02, 152.32, grundfos_1, 2483.0, 146,      36.4
"{""grundfos_0"": 2514.0, ""grundfos_1"": 2483.0, ""grundfos_3"": 2520.0}"                        ,      619,      64.02, 152.32, grundfos_3, 2514.0, 157,      38.51
"{""grundfos_0"": 2514.0, ""grundfos_1"": 2483.0, ""grundfos_3"": 2520.0}"                        ,      619,      64.02, 152.32, grundfos_3, 2520.0, 159,      38.9
"{""grundfos_0"": 2749.0, ""grundfos_1"": 2749.0, ""grundfos_2"": 2719.0}"                        ,      870,      64.0 , 208.52, grundfos_0, 2719.0, 214,      51.22
"{""grundfos_0"": 2749.0, ""grundfos_1"": 2749.0, ""grundfos_2"": 2719.0}"                        ,      870,      64.0 , 208.52, grundfos_0, 2749.0, 221,      53.04
"{""grundfos_0"": 2749.0, ""grundfos_1"": 2749.0, ""grundfos_2"": 2719.0}"                        ,      870,      64.0 , 208.52, grundfos_1, 2749.0, 221,      53.04
"{""grundfos_0"": 2749.0, ""grundfos_1"": 2749.0, ""grundfos_2"": 2719.0}"                        ,      870,      64.0 , 208.52, grundfos_2, 2719.0, 214,      51.22
"{""grundfos_0"": 2480.0, ""grundfos_1"": 2505.0, ""grundfos_2"": 2467.0}"                        ,      577,      64.0 , 144.31, grundfos_0, 2480.0, 145,      36.2
"{""grundfos_0"": 2480.0, ""grundfos_1"": 2505.0, ""grundfos_2"": 2467.0}"                        ,      577,      64.0 , 144.31, grundfos_1, 2462.0, 138,      34.91
"{""grundfos_0"": 2480.0, ""grundfos_1"": 2505.0, ""grundfos_2"": 2467.0}"                        ,      577,      64.0 , 144.31, grundfos_1, 2505.0, 154,      37.92
"{""grundfos_0"": 2480.0, ""grundfos_1"": 2505.0, ""grundfos_2"": 2467.0}"                        ,      577,      64.0 , 144.31, grundfos_2, 2467.0, 140,      35.28
"{""grundfos_0"": 2923.0, ""grundfos_2"": 2913.0, ""grundfos_3"": 2923.0}"                        ,     1028,      64.05, 254.1 , grundfos_0, 2923.0, 258,      63.84
"{""grundfos_0"": 2923.0, ""grundfos_2"": 2913.0, ""grundfos_3"": 2923.0}"                        ,     1028,      64.05, 254.1 , grundfos_2, 2913.0, 256,      63.21
"{""grundfos_0"": 2923.0, ""grundfos_2"": 2913.0, ""grundfos_3"": 2923.0}"                        ,     1028,      64.05, 254.1 , grundfos_3, 2913.0, 256,      63.21
"{""grundfos_0"": 2923.0, ""grundfos_2"": 2913.0, ""grundfos_3"": 2923.0}"                        ,     1028,      64.05, 254.1 , grundfos_3, 2923.0, 258,      63.84
"{""grundfos_0"": 2771.0, ""grundfos_1"": 2821.0, ""grundfos_2"": 2821.0, ""grundfos_3"": 2771.0}",      926,      64.0 , 223.72, grundfos_0, 2771.0, 226,      54.39
"{""grundfos_0"": 2771.0, ""grundfos_1"": 2821.0, ""grundfos_2"": 2821.0, ""grundfos_3"": 2771.0}",      926,      64.0 , 223.72, grundfos_1, 2821.0, 237,      57.47
"{""grundfos_0"": 2771.0, ""grundfos_1"": 2821.0, ""grundfos_2"": 2821.0, ""grundfos_3"": 2771.0}",      926,      64.0 , 223.72, grundfos_2, 2821.0, 237,      57.47
"{""grundfos_0"": 2771.0, ""grundfos_1"": 2821.0, ""grundfos_2"": 2821.0, ""grundfos_3"": 2771.0}",      926,      64.0 , 223.72, grundfos_3, 2771.0, 226,      54.39
"{""grundfos_0"": 2613.0, ""grundfos_2"": 2624.0, ""grundfos_3"": 2624.0}"                        ,      754,      64.01, 180.4 , grundfos_0, 2613.0, 187,      44.76
"{""grundfos_0"": 2613.0, ""grundfos_2"": 2624.0, ""grundfos_3"": 2624.0}"                        ,      754,      64.01, 180.4 , grundfos_2, 2624.0, 190,      45.44
"{""grundfos_0"": 2613.0, ""grundfos_2"": 2624.0, ""grundfos_3"": 2624.0}"                        ,      754,      64.01, 180.4 , grundfos_3, 2613.0, 187,      44.76
"{""grundfos_0"": 2613.0, ""grundfos_2"": 2624.0, ""grundfos_3"": 2624.0}"                        ,      754,      64.01, 180.4 , grundfos_3, 2624.0, 190,      45.44
{}                                                                                                ,     1108,           ,       ,           ,       ,    ,        
"{""grundfos_0"": 2908.0, ""grundfos_1"": 2908.0, ""grundfos_2"": 2908.0}"                        ,     1011,      64.04, 248.81, grundfos_0, 2908.0, 255,      62.89
"{""grundfos_0"": 2908.0, ""grundfos_1"": 2908.0, ""grundfos_2"": 2908.0}"                        ,     1011,      64.04, 248.81, grundfos_1, 2908.0, 255,      62.89
"{""grundfos_0"": 2908.0, ""grundfos_1"": 2908.0, ""grundfos_2"": 2908.0}"                        ,     1011,      64.04, 248.81, grundfos_2, 2864.0, 246,      60.14
"{""grundfos_0"": 2908.0, ""grundfos_1"": 2908.0, ""grundfos_2"": 2908.0}"                        ,     1011,      64.04, 248.81, grundfos_2, 2908.0, 255,      62.89
{}                                                                                                ,     1092,           ,       ,           ,       ,    ,        
"{""grundfos_0"": 2551.0, ""grundfos_1"": 2551.0, ""grundfos_2"": 2551.0, ""grundfos_3"": 2551.0}",      676,      64.01, 163.64, grundfos_0, 2551.0, 169,      40.91
"{""grundfos_0"": 2551.0, ""grundfos_1"": 2551.0, ""grundfos_2"": 2551.0, ""grundfos_3"": 2551.0}",      676,      64.01, 163.64, grundfos_1, 2551.0, 169,      40.91
"{""grundfos_0"": 2551.0, ""grundfos_1"": 2551.0, ""grundfos_2"": 2551.0, ""grundfos_3"": 2551.0}",      676,      64.01, 163.64, grundfos_2, 2551.0, 169,      40.91
"{""grundfos_0"": 2551.0, ""grundfos_1"": 2551.0, ""grundfos_2"": 2551.0, ""grundfos_3"": 2551.0}",      676,      64.01, 163.64, grundfos_3, 2551.0, 169,      40.91
"{""grundfos_0"": 2789.0, ""grundfos_1"": 2854.0, ""grundfos_2"": 2789.0, ""grundfos_3"": 2789.0}",      934,      64.01, 225.98, grundfos_0, 2789.0, 230,      55.49
"{""grundfos_0"": 2789.0, ""grundfos_1"": 2854.0, ""grundfos_2"": 2789.0, ""grundfos_3"": 2789.0}",      934,      64.01, 225.98, grundfos_1, 2854.0, 244,      59.51
"{""grundfos_0"": 2789.0, ""grundfos_1"": 2854.0, ""grundfos_2"": 2789.0, ""grundfos_3"": 2789.0}",      934,      64.01, 225.98, grundfos_2, 2789.0, 230,      55.49
"{""grundfos_0"": 2789.0, ""grundfos_1"": 2854.0, ""grundfos_2"": 2789.0, ""grundfos_3"": 2789.0}",      934,      64.01, 225.98, grundfos_3, 2789.0, 230,      55.49
"{""grundfos_0"": 2564.0, ""grundfos_2"": 2602.0, ""grundfos_3"": 2564.0}"                        ,      703,      64.0 , 169.28, grundfos_0, 2564.0, 173,      41.73
"{""grundfos_0"": 2564.0, ""grundfos_2"": 2602.0, ""grundfos_3"": 2564.0}"                        ,      703,      64.0 , 169.28, grundfos_2, 2564.0, 173,      41.73
"{""grundfos_0"": 2564.0, ""grundfos_2"": 2602.0, ""grundfos_3"": 2564.0}"                        ,      703,      64.0 , 169.28, grundfos_2, 2602.0, 184,      44.09
"{""grundfos_0"": 2564.0, ""grundfos_2"": 2602.0, ""grundfos_3"": 2564.0}"                        ,      703,      64.0 , 169.28, grundfos_3, 2564.0, 173,      41.73
