pump_combination,flow,prevalence,power,target_k
"{""67"": 1064, ""68"": 1066}",47.3,3.4,1.062,0.001532
"{""67"": 1064, ""68"": 1066}",47.3,3.4,1.062,0.001531
"{""67"": 1065, ""68"": 1065}",47.4,3.4,1.062,0.00153
"{""67"": 1065, ""68"": 1065}",47.4,3.4,1.062,0.001529
"{""67"": 1065, ""68"": 1065}",47.4,3.4,1.062,0.001528
"{""67"": 1064, ""68"": 1066}",47.5,3.4,1.063,0.001527
"{""67"": 1064, ""68"": 1066}",47.5,3.4,1.063,0.001526
"{""67"": 1064, ""68"": 1066}",47.5,3.4,1.063,0.001525
"{""67"": 1064, ""68"": 1066}",47.5,3.4,1.063,0.001524
"{""67"": 1064, ""68"": 1066}",47.6,3.4,1.063,0.001523
"{""67"": 1064, ""68"": 1066}",47.6,3.4,1.063,0.001522
"{""67"": 1064, ""68"": 1066}",47.6,3.4,1.063,0.001521
"{""67"": 1080, ""68"": 1081}",47.7,3.5,1.108,0.00152
"{""67"": 1080, ""68"": 1081}",47.7,3.5,1.108,0.001519
"{""67"": 1080, ""68"": 1081}",47.7,3.5,1.108,0.001518
"{""67"": 1079, ""68"": 1082}",47.8,3.5,1.109,0.001517
"{""67"": 1079, ""68"": 1082}",47.8,3.5,1.109,0.001516
"{""67"": 1079, ""68"": 1082}",47.8,3.5,1.109,0.001515
"{""67"": 1079, ""68"": 1082}",47.9,3.5,1.109,0.001514
"{""67"": 1079, ""68"": 1082}",47.9,3.5,1.109,0.001513
"{""67"": 1079, ""68"": 1082}",47.9,3.5,1.109,0.001512
"{""67"": 1079, ""68"": 1082}",47.9,3.5,1.109,0.001511
"{""67"": 1080, ""68"": 1081}",48.0,3.5,1.109,0.00151
"{""67"": 1080, ""68"": 1081}",48.0,3.5,1.109,0.001509
"{""67"": 1080, ""68"": 1081}",48.0,3.5,1.109,0.001508
"{""67"": 1079, ""68"": 1082}",48.1,3.5,1.11,0.001507
"{""67"": 1079, ""68"": 1082}",48.1,3.5,1.11,0.001506
"{""67"": 1079, ""68"": 1082}",48.1,3.5,1.11,0.001505
"{""67"": 1080, ""68"": 1081}",48.2,3.5,1.11,0.001504
"{""67"": 1080, ""68"": 1081}",48.2,3.5,1.11,0.001503
"{""67"": 1080, ""68"": 1081}",48.2,3.5,1.11,0.001502
"{""67"": 1080, ""68"": 1081}",48.3,3.5,1.111,0.001501
"{""67"": 1080, ""68"": 1081}",48.3,3.5,1.111,0.0015
"{""67"": 1080, ""68"": 1081}",48.3,3.5,1.111,0.001499
"{""67"": 1080, ""68"": 1081}",48.3,3.5,1.111,0.001498
"{""67"": 1080, ""68"": 1082}",48.4,3.5,1.112,0.001497
"{""67"": 1080, ""68"": 1082}",48.4,3.5,1.112,0.001496
"{""67"": 1080, ""68"": 1082}",48.4,3.5,1.112,0.001495
"{""67"": 1080, ""68"": 1082}",48.5,3.5,1.112,0.001494
"{""67"": 1080, ""68"": 1082}",48.5,3.5,1.112,0.001493
"{""67"": 1080, ""68"": 1082}",48.5,3.5,1.112,0.001492
"{""67"": 1079, ""68"": 1083}",48.6,3.5,1.113,0.001491
"{""67"": 1079, ""68"": 1083}",48.6,3.5,1.113,0.00149
"{""67"": 1079, ""68"": 1083}",48.6,3.5,1.113,0.001489
"{""67"": 1080, ""68"": 1082}",48.7,3.5,1.113,0.001488
"{""67"": 1080, ""68"": 1082}",48.7,3.5,1.113,0.001487
"{""67"": 1080, ""68"": 1082}",48.7,3.5,1.113,0.001486
"{""67"": 1079, ""68"": 1083}",48.8,3.5,1.114,0.001485
"{""67"": 1079, ""68"": 1083}",48.8,3.5,1.114,0.001484
"{""67"": 1079, ""68"": 1083}",48.8,3.5,1.114,0.001483
"{""67"": 1079, ""68"": 1083}",48.9,3.5,1.114,0.001482
"{""67"": 1079, ""68"": 1083}",48.9,3.5,1.114,0.001481
"{""67"": 1079, ""68"": 1083}",48.9,3.5,1.114,0.00148
"{""67"": 1080, ""68"": 1082}",49.0,3.5,1.114,0.001479
"{""67"": 1080, ""68"": 1082}",49.0,3.5,1.114,0.001478
"{""67"": 1080, ""68"": 1082}",49.0,3.5,1.114,0.001477
"{""67"": 1079, ""68"": 1083}",49.1,3.5,1.115,0.001476
"{""67"": 1095, ""68"": 1097}",49.1,3.6,1.159,0.001475
"{""67"": 1095, ""68"": 1097}",49.1,3.6,1.159,0.001474
"{""67"": 1094, ""68"": 1098}",49.2,3.6,1.16,0.001473
"{""67"": 1094, ""68"": 1098}",49.2,3.6,1.16,0.001472
"{""67"": 1094, ""68"": 1098}",49.2,3.6,1.16,0.001471
"{""67"": 1096, ""68"": 1096}",49.3,3.6,1.16,0.00147
"{""67"": 1096, ""68"": 1096}",49.3,3.6,1.16,0.001469
"{""67"": 1096, ""68"": 1096}",49.3,3.6,1.16,0.001468
"{""67"": 1096, ""68"": 1096}",49.4,3.6,1.16,0.001467
"{""67"": 1096, ""68"": 1096}",49.4,3.6,1.16,0.001466
"{""67"": 1096, ""68"": 1096}",49.4,3.6,1.16,0.001465
"{""67"": 1096, ""68"": 1096}",49.4,3.6,1.16,0.001464
"{""67"": 1095, ""68"": 1098}",49.5,3.6,1.162,0.001463
"{""67"": 1095, ""68"": 1098}",49.5,3.6,1.162,0.001462
"{""67"": 1096, ""68"": 1097}",49.6,3.6,1.162,0.001461
"{""67"": 1096, ""68"": 1097}",49.6,3.6,1.162,0.00146
"{""67"": 1096, ""68"": 1097}",49.6,3.6,1.162,0.001459
"{""67"": 1096, ""68"": 1097}",49.6,3.6,1.162,0.001458
"{""67"": 1095, ""68"": 1098}",49.7,3.6,1.163,0.001457
"{""67"": 1095, ""68"": 1098}",49.7,3.6,1.163,0.001456
"{""67"": 1095, ""68"": 1098}",49.7,3.6,1.163,0.001455
"{""67"": 1095, ""68"": 1098}",49.8,3.6,1.163,0.001454
"{""67"": 1095, ""68"": 1098}",49.8,3.6,1.163,0.001453
"{""67"": 1095, ""68"": 1098}",49.9,3.6,1.164,0.001452
"{""67"": 1095, ""68"": 1098}",49.9,3.6,1.164,0.001451
"{""67"": 1095, ""68"": 1098}",49.9,3.6,1.164,0.00145
"{""67"": 1095, ""68"": 1098}",50.0,3.6,1.164,0.001449
"{""67"": 1095, ""68"": 1098}",50.0,3.6,1.164,0.001448
"{""67"": 1095, ""68"": 1098}",50.0,3.6,1.164,0.001447
"{""67"": 1095, ""68"": 1098}",50.0,3.6,1.164,0.001446
"{""67"": 1096, ""68"": 1097}",50.1,3.6,1.164,0.001445
"{""67"": 1096, ""68"": 1097}",50.1,3.6,1.164,0.001444
"{""67"": 1095, ""68"": 1098}",50.2,3.6,1.165,0.001443
"{""67"": 1095, ""68"": 1098}",50.2,3.6,1.165,0.001442
"{""67"": 1095, ""68"": 1098}",50.2,3.6,1.165,0.001441
"{""67"": 1095, ""68"": 1098}",50.3,3.6,1.165,0.00144
"{""67"": 1095, ""68"": 1098}",50.3,3.6,1.165,0.001439
"{""67"": 1095, ""68"": 1098}",50.3,3.6,1.165,0.001438
"{""67"": 1096, ""68"": 1097}",50.4,3.6,1.165,0.001437
"{""67"": 1096, ""68"": 1097}",50.4,3.6,1.165,0.001436
"{""67"": 1096, ""68"": 1097}",50.4,3.6,1.165,0.001435
"{""67"": 1096, ""68"": 1097}",50.5,3.6,1.166,0.001434
"{""67"": 1110, ""68"": 1113}",50.5,3.7,1.212,0.001433
"{""67"": 1110, ""68"": 1113}",50.5,3.7,1.212,0.001432
"{""67"": 1110, ""68"": 1113}",50.6,3.7,1.212,0.001431
"{""67"": 1110, ""68"": 1113}",50.6,3.7,1.212,0.00143
"{""67"": 1110, ""68"": 1113}",50.6,3.7,1.212,0.001429
"{""67"": 1110, ""68"": 1113}",50.7,3.7,1.213,0.001428
"{""67"": 1110, ""68"": 1113}",50.7,3.7,1.213,0.001427
"{""67"": 1110, ""68"": 1113}",50.7,3.7,1.213,0.001426
"{""67"": 1110, ""68"": 1113}",50.8,3.7,1.213,0.001425
"{""67"": 1110, ""68"": 1113}",50.8,3.7,1.213,0.001424
"{""67"": 1110, ""68"": 1113}",50.8,3.7,1.213,0.001423
"{""67"": 1111, ""68"": 1112}",50.9,3.7,1.214,0.001422
"{""67"": 1111, ""68"": 1112}",50.9,3.7,1.214,0.001421
"{""67"": 1111, ""68"": 1112}",50.9,3.7,1.214,0.00142
"{""67"": 1110, ""68"": 1114}",51.0,3.7,1.215,0.001419
"{""67"": 1110, ""68"": 1114}",51.0,3.7,1.215,0.001418
"{""67"": 1111, ""68"": 1113}",51.1,3.7,1.215,0.001417
"{""67"": 1111, ""68"": 1113}",51.1,3.7,1.215,0.001416
"{""67"": 1111, ""68"": 1113}",51.1,3.7,1.215,0.001415
"{""67"": 1110, ""68"": 1114}",51.2,3.7,1.216,0.001414
"{""67"": 1110, ""68"": 1114}",51.2,3.7,1.216,0.001413
"{""67"": 1110, ""68"": 1114}",51.2,3.7,1.216,0.001412
"{""67"": 1111, ""68"": 1113}",51.3,3.7,1.216,0.001411
"{""67"": 1111, ""68"": 1113}",51.3,3.7,1.216,0.00141
"{""67"": 1111, ""68"": 1113}",51.3,3.7,1.216,0.001409
"{""67"": 1112, ""68"": 1112}",51.4,3.7,1.216,0.001408
"{""67"": 1112, ""68"": 1112}",51.4,3.7,1.216,0.001407
"{""67"": 1112, ""68"": 1112}",51.4,3.7,1.216,0.001406
"{""67"": 1110, ""68"": 1114}",51.5,3.7,1.217,0.001405
"{""67"": 1110, ""68"": 1114}",51.5,3.7,1.217,0.001404
"{""67"": 1111, ""68"": 1113}",51.6,3.7,1.217,0.001403
"{""67"": 1111, ""68"": 1113}",51.6,3.7,1.217,0.001402
"{""67"": 1111, ""68"": 1113}",51.6,3.7,1.217,0.001401
"{""67"": 1110, ""68"": 1114}",51.7,3.7,1.218,0.0014
"{""67"": 1110, ""68"": 1114}",51.7,3.7,1.218,0.001399
"{""67"": 1110, ""68"": 1114}",51.7,3.7,1.218,0.001398
"{""67"": 1111, ""68"": 1113}",51.8,3.7,1.218,0.001397
"{""67"": 1111, ""68"": 1113}",51.8,3.7,1.218,0.001396
"{""67"": 1111, ""68"": 1113}",51.8,3.7,1.218,0.001395
"{""67"": 1110, ""68"": 1114}",51.9,3.7,1.219,0.001394
"{""67"": 1125, ""68"": 1129}",51.9,3.8,1.266,0.001393
"{""67"": 1125, ""68"": 1129}",51.9,3.8,1.266,0.001392
"{""67"": 1126, ""68"": 1128}",52.0,3.8,1.266,0.001391
"{""67"": 1126, ""68"": 1128}",52.0,3.8,1.266,0.00139
"{""67"": 1126, ""68"": 1128}",52.1,3.8,1.266,0.001389
"{""67"": 1126, ""68"": 1128}",52.1,3.8,1.266,0.001388
"{""67"": 1126, ""68"": 1128}",52.1,3.8,1.266,0.001387
"{""67"": 1126, ""68"": 1128}",52.2,3.8,1.267,0.001386
"{""67"": 1126, ""68"": 1128}",52.2,3.8,1.267,0.001385
"{""67"": 1126, ""68"": 1128}",52.3,3.8,1.267,0.001384
"{""67"": 1126, ""68"": 1128}",52.3,3.8,1.267,0.001383
"{""67"": 1126, ""68"": 1128}",52.3,3.8,1.267,0.001382
"{""67"": 1125, ""68"": 1129}",52.4,3.8,1.268,0.001381
"{""67"": 1125, ""68"": 1129}",52.4,3.8,1.268,0.00138
"{""67"": 1125, ""68"": 1129}",52.4,3.8,1.268,0.001379
"{""67"": 1126, ""68"": 1128}",52.5,3.8,1.268,0.001378
"{""67"": 1126, ""68"": 1128}",52.5,3.8,1.268,0.001377
"{""67"": 1126, ""68"": 1128}",52.5,3.8,1.268,0.001376
"{""67"": 1127, ""68"": 1127}",52.6,3.8,1.268,0.001375
"{""67"": 1127, ""68"": 1127}",52.6,3.8,1.268,0.001374
"{""67"": 1126, ""68"": 1128}",52.7,3.8,1.269,0.001373
"{""67"": 1126, ""68"": 1128}",52.7,3.8,1.269,0.001372
"{""67"": 1126, ""68"": 1128}",52.7,3.8,1.269,0.001371
"{""67"": 1127, ""68"": 1127}",52.8,3.8,1.269,0.00137
"{""67"": 1127, ""68"": 1127}",52.8,3.8,1.269,0.001369
"{""67"": 1127, ""68"": 1127}",52.8,3.8,1.269,0.001368
"{""67"": 1126, ""68"": 1128}",52.9,3.8,1.27,0.001367
"{""67"": 1126, ""68"": 1128}",52.9,3.8,1.27,0.001366
"{""67"": 1127, ""68"": 1127}",53.0,3.8,1.27,0.001365
"{""67"": 1127, ""68"": 1127}",53.0,3.8,1.27,0.001364
"{""67"": 1127, ""68"": 1127}",53.0,3.8,1.27,0.001363
"{""67"": 1126, ""68"": 1129}",53.1,3.8,1.272,0.001362
"{""67"": 1126, ""68"": 1129}",53.1,3.8,1.272,0.001361
"{""67"": 1126, ""68"": 1129}",53.1,3.8,1.272,0.00136
"{""67"": 1127, ""68"": 1128}",53.2,3.8,1.272,0.001359
"{""67"": 1127, ""68"": 1128}",53.2,3.8,1.272,0.001358
"{""67"": 1126, ""68"": 1129}",53.3,3.8,1.273,0.001357
"{""67"": 1140, ""68"": 1144}",53.3,3.9,1.32,0.001356
"{""67"": 1140, ""68"": 1144}",53.3,3.9,1.32,0.001355
"{""67"": 1141, ""68"": 1143}",53.4,3.9,1.32,0.001354
"{""67"": 1141, ""68"": 1143}",53.4,3.9,1.32,0.001353
"{""67"": 1141, ""68"": 1143}",53.5,3.9,1.32,0.001352
"{""67"": 1141, ""68"": 1143}",53.5,3.9,1.32,0.001351
"{""67"": 1141, ""68"": 1143}",53.5,3.9,1.32,0.00135
"{""67"": 1141, ""68"": 1143}",53.6,3.9,1.321,0.001349
"{""67"": 1141, ""68"": 1143}",53.6,3.9,1.321,0.001348
"{""67"": 1141, ""68"": 1143}",53.7,3.9,1.321,0.001347
"{""67"": 1141, ""68"": 1143}",53.7,3.9,1.321,0.001346
"{""67"": 1141, ""68"": 1143}",53.7,3.9,1.321,0.001345
"{""67"": 1140, ""68"": 1144}",53.8,3.9,1.322,0.001344
"{""67"": 1140, ""68"": 1144}",53.8,3.9,1.322,0.001343
"{""67"": 1141, ""68"": 1143}",53.9,3.9,1.322,0.001342
"{""67"": 1141, ""68"": 1143}",53.9,3.9,1.322,0.001341
"{""67"": 1141, ""68"": 1143}",53.9,3.9,1.322,0.00134
"{""67"": 1142, ""68"": 1142}",54.0,3.9,1.322,0.001339
"{""67"": 1142, ""68"": 1142}",54.0,3.9,1.322,0.001338
"{""67"": 1141, ""68"": 1143}",54.1,3.9,1.323,0.001337
"{""67"": 1141, ""68"": 1143}",54.1,3.9,1.323,0.001336
"{""67"": 1141, ""68"": 1143}",54.1,3.9,1.323,0.001335
"{""67"": 1141, ""68"": 1143}",54.2,3.9,1.324,0.001334
"{""67"": 1141, ""68"": 1143}",54.2,3.9,1.324,0.001333
"{""67"": 1141, ""68"": 1143}",54.2,3.9,1.324,0.001332
"{""67"": 1141, ""68"": 1144}",54.3,3.9,1.325,0.001331
"{""67"": 1141, ""68"": 1144}",54.3,3.9,1.325,0.00133
"{""67"": 1141, ""68"": 1144}",54.4,3.9,1.326,0.001329
"{""67"": 1141, ""68"": 1144}",54.4,3.9,1.326,0.001328
"{""67"": 1141, ""68"": 1144}",54.4,3.9,1.326,0.001327
"{""67"": 1141, ""68"": 1144}",54.5,3.9,1.326,0.001326
"{""67"": 1141, ""68"": 1144}",54.5,3.9,1.326,0.001325
"{""67"": 1142, ""68"": 1143}",54.6,3.9,1.326,0.001324
"{""67"": 1142, ""68"": 1143}",54.6,3.9,1.326,0.001323
"{""67"": 1142, ""68"": 1143}",54.6,3.9,1.326,0.001322
"{""67"": 1141, ""68"": 1144}",54.7,3.9,1.327,0.001321
"{""67"": 1155, ""68"": 1158}",54.7,4.0,1.374,0.00132
"{""67"": 1155, ""68"": 1159}",54.8,4.0,1.376,0.001319
"{""67"": 1155, ""68"": 1159}",54.8,4.0,1.376,0.001318
"{""67"": 1155, ""68"": 1159}",54.9,4.0,1.376,0.001317
"{""67"": 1155, ""68"": 1159}",54.9,4.0,1.376,0.001316
"{""67"": 1155, ""68"": 1159}",54.9,4.0,1.376,0.001315
"{""67"": 1156, ""68"": 1158}",55.0,4.0,1.376,0.001314
"{""67"": 1156, ""68"": 1158}",55.0,4.0,1.376,0.001313
"{""67"": 1157, ""68"": 1157}",55.1,4.0,1.377,0.001312
"{""67"": 1157, ""68"": 1157}",55.1,4.0,1.377,0.001311
"{""67"": 1157, ""68"": 1157}",55.1,4.0,1.377,0.00131
"{""67"": 1157, ""68"": 1157}",55.2,4.0,1.377,0.001309
"{""67"": 1157, ""68"": 1157}",55.2,4.0,1.377,0.001308
"{""67"": 1157, ""68"": 1157}",55.3,4.0,1.378,0.001307
"{""67"": 1157, ""68"": 1157}",55.3,4.0,1.378,0.001306
"{""67"": 1157, ""68"": 1157}",55.3,4.0,1.378,0.001305
"{""67"": 1157, ""68"": 1157}",55.4,4.0,1.378,0.001304
"{""67"": 1157, ""68"": 1157}",55.4,4.0,1.378,0.001303
"{""67"": 1155, ""68"": 1159}",55.5,4.0,1.379,0.001302
"{""67"": 1155, ""68"": 1159}",55.5,4.0,1.379,0.001301
"{""67"": 1155, ""68"": 1159}",55.5,4.0,1.379,0.0013
"{""67"": 1156, ""68"": 1158}",55.6,4.0,1.379,0.001299
"{""67"": 1156, ""68"": 1158}",55.6,4.0,1.379,0.001298
"{""67"": 1156, ""68"": 1158}",55.7,4.0,1.379,0.001297
"{""67"": 1156, ""68"": 1158}",55.7,4.0,1.379,0.001296
"{""67"": 1156, ""68"": 1158}",55.8,4.0,1.38,0.001295
"{""67"": 1156, ""68"": 1158}",55.8,4.0,1.38,0.001294
"{""67"": 1157, ""68"": 1158}",55.9,4.0,1.382,0.001293
"{""67"": 1157, ""68"": 1158}",55.9,4.0,1.382,0.001292
"{""67"": 1157, ""68"": 1158}",55.9,4.0,1.382,0.001291
"{""67"": 1157, ""68"": 1158}",56.0,4.0,1.382,0.00129
"{""67"": 1157, ""68"": 1158}",56.0,4.0,1.382,0.001289
"{""67"": 1156, ""68"": 1159}",56.1,4.0,1.383,0.001288
"{""67"": 1156, ""68"": 1159}",56.1,4.0,1.383,0.001287
"{""67"": 1170, ""68"": 1173}",56.1,4.1,1.431,0.001286
"{""67"": 1170, ""68"": 1173}",56.2,4.1,1.431,0.001285
"{""67"": 1170, ""68"": 1173}",56.2,4.1,1.431,0.001284
"{""67"": 1171, ""68"": 1172}",56.3,4.1,1.431,0.001283
"{""67"": 1171, ""68"": 1172}",56.3,4.1,1.431,0.001282
"{""67"": 1170, ""68"": 1173}",56.4,4.1,1.432,0.001281
"{""67"": 1170, ""68"": 1173}",56.4,4.1,1.432,0.00128
"{""67"": 1170, ""68"": 1173}",56.4,4.1,1.432,0.001279
"{""67"": 1171, ""68"": 1172}",56.5,4.1,1.432,0.001278
"{""67"": 1171, ""68"": 1172}",56.5,4.1,1.432,0.001277
"{""67"": 1170, ""68"": 1173}",56.6,4.1,1.433,0.001276
"{""67"": 1170, ""68"": 1173}",56.6,4.1,1.433,0.001275
"{""67"": 1171, ""68"": 1172}",56.7,4.1,1.433,0.001274
"{""67"": 1171, ""68"": 1172}",56.7,4.1,1.433,0.001273
"{""67"": 1171, ""68"": 1172}",56.7,4.1,1.433,0.001272
"{""67"": 1171, ""68"": 1172}",56.8,4.1,1.434,0.001271
"{""67"": 1171, ""68"": 1172}",56.8,4.1,1.434,0.00127
"{""67"": 1171, ""68"": 1172}",56.9,4.1,1.434,0.001269
"{""67"": 1171, ""68"": 1172}",56.9,4.1,1.434,0.001268
"{""67"": 1171, ""68"": 1173}",57.0,4.1,1.436,0.001267
"{""67"": 1171, ""68"": 1173}",57.0,4.1,1.436,0.001266
"{""67"": 1171, ""68"": 1173}",57.0,4.1,1.436,0.001265
"{""67"": 1170, ""68"": 1174}",57.1,4.1,1.437,0.001264
"{""67"": 1170, ""68"": 1174}",57.1,4.1,1.437,0.001263
"{""67"": 1171, ""68"": 1173}",57.2,4.1,1.437,0.001262
"{""67"": 1171, ""68"": 1173}",57.2,4.1,1.437,0.001261
"{""67"": 1172, ""68"": 1172}",57.3,4.1,1.437,0.00126
"{""67"": 1172, ""68"": 1172}",57.3,4.1,1.437,0.001259
"{""67"": 1171, ""68"": 1173}",57.4,4.1,1.438,0.001258
"{""67"": 1171, ""68"": 1173}",57.4,4.1,1.438,0.001257
"{""67"": 1172, ""68"": 1172}",57.5,4.1,1.438,0.001256
"{""67"": 1172, ""68"": 1172}",57.5,4.1,1.438,0.001255
"{""67"": 1172, ""68"": 1172}",57.5,4.1,1.438,0.001254
"{""67"": 1184, ""68"": 1188}",57.6,4.2,1.488,0.001253
"{""67"": 1184, ""68"": 1188}",57.6,4.2,1.488,0.001252
"{""67"": 1185, ""68"": 1187}",57.7,4.2,1.488,0.001251
"{""67"": 1185, ""68"": 1187}",57.7,4.2,1.488,0.00125
"{""67"": 1184, ""68"": 1188}",57.8,4.2,1.489,0.001249
"{""67"": 1184, ""68"": 1188}",57.8,4.2,1.489,0.001248
"{""67"": 1185, ""68"": 1187}",57.9,4.2,1.489,0.001247
"{""67"": 1185, ""68"": 1187}",57.9,4.2,1.489,0.001246
"{""67"": 1184, ""68"": 1188}",58.0,4.2,1.49,0.001245
"{""67"": 1184, ""68"": 1188}",58.0,4.2,1.49,0.001244
"{""67"": 1184, ""68"": 1188}",58.0,4.2,1.49,0.001243
"{""67"": 1185, ""68"": 1187}",58.1,4.2,1.49,0.001242
"{""67"": 1185, ""68"": 1187}",58.1,4.2,1.49,0.001241
"{""67"": 1186, ""68"": 1186}",58.2,4.2,1.49,0.00124
"{""67"": 1186, ""68"": 1186}",58.2,4.2,1.49,0.001239
"{""67"": 1185, ""68"": 1188}",58.3,4.2,1.493,0.001238
"{""67"": 1185, ""68"": 1188}",58.3,4.2,1.493,0.001237
"{""67"": 1185, ""68"": 1188}",58.4,4.2,1.493,0.001236
"{""67"": 1185, ""68"": 1188}",58.4,4.2,1.493,0.001235
"{""67"": 1185, ""68"": 1188}",58.5,4.2,1.494,0.001234
"{""67"": 1185, ""68"": 1188}",58.5,4.2,1.494,0.001233
"{""67"": 1185, ""68"": 1188}",58.5,4.2,1.494,0.001232
"{""67"": 1185, ""68"": 1188}",58.6,4.2,1.494,0.001231
"{""67"": 1185, ""68"": 1188}",58.6,4.2,1.494,0.00123
"{""67"": 1185, ""68"": 1188}",58.7,4.2,1.495,0.001229
"{""67"": 1185, ""68"": 1188}",58.7,4.2,1.495,0.001228
"{""67"": 1185, ""68"": 1188}",58.8,4.2,1.495,0.001227
"{""67"": 1185, ""68"": 1188}",58.8,4.2,1.495,0.001226
"{""67"": 1186, ""68"": 1187}",58.9,4.2,1.495,0.001225
"{""67"": 1186, ""68"": 1187}",58.9,4.2,1.495,0.001224
"{""67"": 1185, ""68"": 1188}",59.0,4.2,1.496,0.001223
"{""67"": 1200, ""68"": 1201}",59.0,4.3,1.546,0.001222
"{""67"": 1199, ""68"": 1202}",59.1,4.3,1.547,0.001221
"{""67"": 1199, ""68"": 1202}",59.1,4.3,1.547,0.00122
"{""67"": 1200, ""68"": 1201}",59.2,4.3,1.547,0.001219
"{""67"": 1200, ""68"": 1201}",59.2,4.3,1.547,0.001218
"{""67"": 1199, ""68"": 1202}",59.3,4.3,1.548,0.001217
"{""67"": 1199, ""68"": 1202}",59.3,4.3,1.548,0.001216
"{""67"": 1199, ""68"": 1202}",59.3,4.3,1.548,0.001215
"{""67"": 1200, ""68"": 1201}",59.4,4.3,1.548,0.001214
"{""67"": 1200, ""68"": 1201}",59.4,4.3,1.548,0.001213
"{""67"": 1199, ""68"": 1202}",59.5,4.3,1.549,0.001212
"{""67"": 1199, ""68"": 1202}",59.5,4.3,1.549,0.001211
"{""67"": 1200, ""68"": 1201}",59.6,4.3,1.549,0.00121
"{""67"": 1200, ""68"": 1201}",59.6,4.3,1.549,0.001209
"{""67"": 1199, ""68"": 1202}",59.7,4.3,1.55,0.001208
"{""67"": 1199, ""68"": 1202}",59.7,4.3,1.55,0.001207
"{""67"": 1200, ""68"": 1201}",59.8,4.3,1.55,0.001206
"{""67"": 1200, ""68"": 1201}",59.8,4.3,1.55,0.001205
"{""67"": 1200, ""68"": 1201}",59.9,4.3,1.551,0.001204
"{""67"": 1200, ""68"": 1201}",59.9,4.3,1.551,0.001203
"{""67"": 1199, ""68"": 1203}",60.0,4.3,1.553,0.001202
"{""67"": 1199, ""68"": 1203}",60.0,4.3,1.553,0.001201
"{""67"": 1201, ""68"": 1201}",60.1,4.3,1.553,0.0012
"{""67"": 1201, ""68"": 1201}",60.1,4.3,1.553,0.001199
"{""67"": 1199, ""68"": 1203}",60.2,4.3,1.554,0.001198
"{""67"": 1199, ""68"": 1203}",60.2,4.3,1.554,0.001197
"{""67"": 1201, ""68"": 1201}",60.3,4.3,1.554,0.001196
"{""67"": 1201, ""68"": 1201}",60.3,4.3,1.554,0.001195
"{""67"": 1199, ""68"": 1203}",60.4,4.3,1.555,0.001194
"{""67"": 1212, ""68"": 1217}",60.4,4.4,1.605,0.001193
"{""67"": 1214, ""68"": 1215}",60.5,4.4,1.605,0.001192
"{""67"": 1214, ""68"": 1215}",60.5,4.4,1.605,0.001191
"{""67"": 1213, ""68"": 1216}",60.6,4.4,1.606,0.00119
"{""67"": 1213, ""68"": 1216}",60.6,4.4,1.606,0.001189
"{""67"": 1214, ""68"": 1215}",60.7,4.4,1.606,0.001188
"{""67"": 1214, ""68"": 1215}",60.7,4.4,1.606,0.001187
"{""67"": 1214, ""68"": 1215}",60.8,4.4,1.607,0.001186
"{""67"": 1214, ""68"": 1215}",60.8,4.4,1.607,0.001185
"{""67"": 1213, ""68"": 1217}",60.9,4.4,1.609,0.001184
"{""67"": 1213, ""68"": 1217}",60.9,4.4,1.609,0.001183
"{""67"": 1215, ""68"": 1215}",61.0,4.4,1.609,0.001182
"{""67"": 1215, ""68"": 1215}",61.0,4.4,1.609,0.001181
"{""67"": 1213, ""68"": 1217}",61.1,4.4,1.61,0.00118
"{""67"": 1213, ""68"": 1217}",61.1,4.4,1.61,0.001179
"{""67"": 1215, ""68"": 1215}",61.2,4.4,1.61,0.001178
"{""67"": 1215, ""68"": 1215}",61.2,4.4,1.61,0.001177
"{""67"": 1213, ""68"": 1217}",61.3,4.4,1.611,0.001176
"{""67"": 1213, ""68"": 1217}",61.3,4.4,1.611,0.001175
"{""67"": 1215, ""68"": 1215}",61.4,4.4,1.611,0.001174
"{""67"": 1215, ""68"": 1215}",61.4,4.4,1.611,0.001173
"{""67"": 1213, ""68"": 1217}",61.5,4.4,1.612,0.001172
"{""67"": 1213, ""68"": 1217}",61.5,4.4,1.612,0.001171
"{""67"": 1215, ""68"": 1215}",61.6,4.4,1.612,0.00117
"{""67"": 1215, ""68"": 1215}",61.6,4.4,1.612,0.001169
"{""67"": 1214, ""68"": 1216}",61.7,4.4,1.613,0.001168
"{""67"": 1214, ""68"": 1216}",61.7,4.4,1.613,0.001167
"{""67"": 1214, ""68"": 1216}",61.8,4.4,1.614,0.001166
"{""67"": 1228, ""68"": 1229}",61.8,4.5,1.664,0.001165
"{""67"": 1227, ""68"": 1230}",61.9,4.5,1.665,0.001164
"{""67"": 1227, ""68"": 1230}",61.9,4.5,1.665,0.001163
"{""67"": 1228, ""68"": 1229}",62.0,4.5,1.665,0.001162
"{""67"": 1228, ""68"": 1229}",62.0,4.5,1.665,0.001161
"{""67"": 1228, ""68"": 1229}",62.1,4.5,1.666,0.00116
"{""67"": 1228, ""68"": 1229}",62.1,4.5,1.666,0.001159
"{""67"": 1228, ""68"": 1230}",62.2,4.5,1.668,0.001158
"{""67"": 1227, ""68"": 1231}",62.3,4.5,1.669,0.001157
"{""67"": 1227, ""68"": 1231}",62.3,4.5,1.669,0.001156
